Source Name	Cell ID	Annotated Archetype
9B64B26626	1	nan
9B64B26626	2	1
9B64B26626	3	nan
9B64B26626	4	1
9B64B26626	5	nan
9B64B26626	6	1
9B64B26626	7	nan
9B64B26626	8	nan
9B64B26626	9	nan
9B64B26626	10	nan
9B64B26626	11	3
9B64B26626	12	nan
9B64B26626	13	nan
9B64B26626	14	4
9B64B26626	15	4
9B64B26626	16	nan
9B64B26626	17	nan
9B64B26626	18	4
9B64B26626	19	nan
9B64B26626	20	nan
9B64B26626	21	nan
9B64B26626	22	nan
9B64B26626	23	nan
9B64B26626	24	1
9B64B26626	25	1
9B64B26626	26	nan
9B64B26626	27	nan
9B64B26626	28	nan
9B64B26626	29	nan
9B64B26626	30	1
9B64B26626	31	nan
9B64B26626	32	1
9B64B26626	33	2
9B64B26626	34	nan
9B64B26626	35	nan
9B64B26626	36	nan
9B64B26626	37	nan
9B64B26626	38	nan
9B64B26626	39	3
9B64B26626	40	2
9B64B26626	41	nan
9B64B26626	42	nan
9B64B26626	43	nan
9B64B26626	44	2
9B64B26626	45	nan
9B64B26626	46	nan
9B64B26626	47	2
9B64B26626	48	nan
9B64B26626	49	nan
9B64B26626	50	nan
9B64B26626	51	nan
9B64B26626	52	nan
9B64B26626	53	2
9B64B26626	54	nan
9B64B26626	55	2
9B64B26626	56	nan
9B64B26626	57	nan
9B64B26626	58	nan
9B64B26626	59	nan
9B64B26626	60	nan
9B64B26626	61	nan
9B64B26626	62	nan
9B64B26626	63	4
9B64B26626	64	2
9B64B26626	65	2
9B64B26626	66	nan
