Source Name	Cell ID	Annotated Archetype
00E41C184C	1	1
00E41C184C	2	nan
00E41C184C	3	1
00E41C184C	4	1
00E41C184C	5	nan
00E41C184C	6	nan
00E41C184C	7	nan
00E41C184C	8	3
00E41C184C	9	nan
00E41C184C	10	nan
00E41C184C	11	3
00E41C184C	12	nan
00E41C184C	13	1
00E41C184C	14	nan
00E41C184C	15	nan
00E41C184C	16	1
00E41C184C	17	nan
00E41C184C	18	nan
00E41C184C	19	nan
00E41C184C	20	nan
00E41C184C	21	nan
00E41C184C	22	nan
00E41C184C	23	2
00E41C184C	24	2
00E41C184C	25	1
00E41C184C	26	nan
00E41C184C	27	1
00E41C184C	28	3
00E41C184C	29	nan
00E41C184C	30	nan
00E41C184C	31	nan
00E41C184C	32	1
00E41C184C	33	nan
00E41C184C	34	nan
00E41C184C	35	nan
00E41C184C	36	nan
00E41C184C	37	nan
00E41C184C	38	nan
00E41C184C	39	nan
00E41C184C	40	nan
00E41C184C	41	nan
00E41C184C	42	nan
00E41C184C	43	nan
00E41C184C	44	2
00E41C184C	45	nan
00E41C184C	46	2
00E41C184C	47	nan
00E41C184C	48	nan
00E41C184C	49	nan
00E41C184C	50	nan
00E41C184C	51	nan
00E41C184C	52	nan
00E41C184C	53	nan
00E41C184C	54	1
00E41C184C	55	nan
00E41C184C	56	nan
00E41C184C	57	nan
00E41C184C	58	nan
00E41C184C	59	2
00E41C184C	60	nan
00E41C184C	61	nan
00E41C184C	62	nan
00E41C184C	63	nan
00E41C184C	64	nan
00E41C184C	65	nan
00E41C184C	66	nan
00E41C184C	67	nan
00E41C184C	68	nan
00E41C184C	69	nan
00E41C184C	70	nan
00E41C184C	71	nan
00E41C184C	72	2
00E41C184C	73	nan
00E41C184C	74	nan
00E41C184C	75	nan
00E41C184C	76	nan
00E41C184C	77	nan
00E41C184C	78	nan
00E41C184C	79	nan
00E41C184C	80	3
00E41C184C	81	nan
00E41C184C	82	nan
00E41C184C	83	nan
00E41C184C	84	2
00E41C184C	85	2
00E41C184C	86	nan
00E41C184C	87	nan
00E41C184C	88	nan
00E41C184C	89	3
00E41C184C	90	nan
00E41C184C	91	nan
00E41C184C	92	4
00E41C184C	93	3
00E41C184C	94	nan
00E41C184C	95	4
00E41C184C	96	nan
00E41C184C	97	nan
00E41C184C	98	nan
00E41C184C	99	2
00E41C184C	100	2
00E41C184C	101	nan
00E41C184C	102	nan
00E41C184C	103	4
00E41C184C	104	nan
00E41C184C	105	4
00E41C184C	106	nan
00E41C184C	107	nan
00E41C184C	108	nan
00E41C184C	109	nan
02ED8CA0B9	1	nan
02ED8CA0B9	2	nan
02ED8CA0B9	3	nan
02ED8CA0B9	4	nan
02ED8CA0B9	5	nan
02ED8CA0B9	6	nan
02ED8CA0B9	7	nan
02ED8CA0B9	8	nan
02ED8CA0B9	9	nan
02ED8CA0B9	10	nan
02ED8CA0B9	11	nan
02ED8CA0B9	12	nan
02ED8CA0B9	13	nan
02ED8CA0B9	14	nan
02ED8CA0B9	15	nan
02ED8CA0B9	16	nan
02ED8CA0B9	17	nan
02ED8CA0B9	18	nan
02ED8CA0B9	19	nan
02ED8CA0B9	20	nan
02ED8CA0B9	21	nan
02ED8CA0B9	22	nan
02ED8CA0B9	23	nan
02ED8CA0B9	24	nan
02ED8CA0B9	25	nan
02ED8CA0B9	26	nan
02ED8CA0B9	27	nan
02ED8CA0B9	28	nan
02ED8CA0B9	29	nan
02ED8CA0B9	30	nan
02ED8CA0B9	31	nan
02ED8CA0B9	32	nan
02ED8CA0B9	33	nan
02ED8CA0B9	34	nan
02ED8CA0B9	35	nan
02ED8CA0B9	36	nan
02ED8CA0B9	37	nan
02ED8CA0B9	38	nan
02ED8CA0B9	39	nan
02ED8CA0B9	40	nan
02ED8CA0B9	41	nan
02ED8CA0B9	42	nan
02ED8CA0B9	43	nan
02ED8CA0B9	44	nan
02ED8CA0B9	45	nan
02ED8CA0B9	46	nan
02ED8CA0B9	47	nan
02ED8CA0B9	48	nan
02ED8CA0B9	49	nan
02ED8CA0B9	50	nan
02ED8CA0B9	51	nan
02ED8CA0B9	52	nan
02ED8CA0B9	53	nan
02ED8CA0B9	54	nan
02ED8CA0B9	55	nan
02ED8CA0B9	56	nan
02ED8CA0B9	57	nan
02ED8CA0B9	58	nan
02ED8CA0B9	59	nan
02ED8CA0B9	60	nan
02ED8CA0B9	61	nan
02ED8CA0B9	62	nan
02ED8CA0B9	63	nan
02ED8CA0B9	64	nan
02ED8CA0B9	65	nan
02ED8CA0B9	66	nan
02ED8CA0B9	67	nan
02ED8CA0B9	68	nan
02ED8CA0B9	69	nan
02ED8CA0B9	70	nan
02ED8CA0B9	71	nan
02ED8CA0B9	72	nan
02ED8CA0B9	73	nan
02ED8CA0B9	74	nan
02ED8CA0B9	75	nan
02ED8CA0B9	76	nan
02ED8CA0B9	77	nan
02ED8CA0B9	78	nan
02ED8CA0B9	79	nan
02ED8CA0B9	80	nan
02ED8CA0B9	81	nan
02ED8CA0B9	82	nan
02ED8CA0B9	83	nan
02ED8CA0B9	84	nan
02ED8CA0B9	85	nan
02ED8CA0B9	86	nan
02ED8CA0B9	87	nan
02ED8CA0B9	88	nan
02ED8CA0B9	89	nan
02ED8CA0B9	90	nan
02ED8CA0B9	91	nan
02ED8CA0B9	92	nan
03887B26C1	1	nan
03887B26C1	2	nan
03887B26C1	3	nan
03887B26C1	4	nan
03887B26C1	5	nan
03887B26C1	6	nan
03887B26C1	7	nan
03887B26C1	8	nan
03887B26C1	9	nan
03887B26C1	10	nan
03887B26C1	11	nan
03887B26C1	12	nan
03887B26C1	13	nan
03887B26C1	14	nan
03887B26C1	15	nan
03887B26C1	16	nan
03887B26C1	17	nan
03887B26C1	18	nan
03887B26C1	19	nan
03887B26C1	20	nan
03887B26C1	21	nan
03887B26C1	22	nan
03887B26C1	23	nan
03887B26C1	24	nan
03887B26C1	25	nan
03887B26C1	26	nan
03887B26C1	27	nan
03887B26C1	28	nan
03887B26C1	29	nan
03887B26C1	30	nan
03887B26C1	31	nan
03887B26C1	32	nan
03887B26C1	33	nan
03887B26C1	34	nan
03887B26C1	35	nan
03887B26C1	36	nan
03887B26C1	37	nan
03887B26C1	38	nan
03887B26C1	39	nan
03887B26C1	40	nan
03887B26C1	41	nan
03887B26C1	42	nan
03887B26C1	43	nan
03887B26C1	44	nan
03887B26C1	45	nan
03887B26C1	46	nan
03887B26C1	47	nan
03887B26C1	48	nan
03887B26C1	49	nan
03887B26C1	50	nan
03887B26C1	51	nan
03887B26C1	52	nan
03887B26C1	53	nan
03887B26C1	54	nan
03887B26C1	55	nan
03887B26C1	56	nan
03887B26C1	57	nan
03887B26C1	58	nan
03887B26C1	59	nan
03887B26C1	60	nan
03887B26C1	61	nan
03887B26C1	62	nan
03887B26C1	63	nan
03887B26C1	64	nan
03887B26C1	65	nan
03887B26C1	66	nan
03887B26C1	67	nan
03887B26C1	68	nan
03887B26C1	69	nan
03887B26C1	70	nan
03887B26C1	71	nan
03887B26C1	72	nan
03887B26C1	73	nan
03887B26C1	74	nan
03887B26C1	75	nan
03887B26C1	76	nan
03887B26C1	77	nan
03887B26C1	78	nan
03887B26C1	79	nan
03887B26C1	80	nan
03887B26C1	81	nan
03887B26C1	82	nan
03887B26C1	83	nan
03887B26C1	84	nan
03887B26C1	85	nan
03887B26C1	86	nan
03887B26C1	87	nan
03887B26C1	88	nan
03887B26C1	89	nan
03887B26C1	90	nan
03887B26C1	91	nan
03887B26C1	92	nan
03887B26C1	93	nan
03887B26C1	94	nan
03887B26C1	95	nan
03887B26C1	96	nan
03887B26C1	97	nan
03887B26C1	98	nan
03887B26C1	99	nan
03887B26C1	100	nan
03887B26C1	101	nan
03887B26C1	102	nan
03887B26C1	103	nan
03887B26C1	104	nan
03887B26C1	105	nan
03887B26C1	106	nan
03887B26C1	107	nan
03887B26C1	108	nan
03887B26C1	109	nan
03887B26C1	110	nan
03887B26C1	111	nan
03887B26C1	112	nan
03887B26C1	113	nan
03887B26C1	114	nan
03887B26C1	115	nan
03887B26C1	116	nan
03887B26C1	117	nan
03887B26C1	118	nan
03887B26C1	119	nan
03887B26C1	120	nan
03887B26C1	121	nan
03887B26C1	122	nan
03887B26C1	123	nan
03887B26C1	124	nan
03887B26C1	125	nan
03887B26C1	126	nan
03887B26C1	127	nan
03887B26C1	128	nan
03887B26C1	129	nan
03887B26C1	130	nan
