Source Name	Cell ID	Annotated Archetype
A921B80A44	1	1
A921B80A44	2	1
A921B80A44	3	nan
A921B80A44	4	nan
A921B80A44	5	nan
A921B80A44	6	nan
A921B80A44	7	nan
A921B80A44	8	nan
A921B80A44	9	nan
A921B80A44	10	nan
A921B80A44	11	nan
A921B80A44	12	nan
A921B80A44	13	nan
A921B80A44	14	nan
A921B80A44	15	nan
A921B80A44	16	1
A921B80A44	17	nan
A921B80A44	18	1
A921B80A44	19	nan
A921B80A44	20	1
A921B80A44	21	nan
A921B80A44	22	nan
A921B80A44	23	nan
A921B80A44	24	1
A921B80A44	25	nan
A921B80A44	26	1
A921B80A44	27	nan
A921B80A44	28	nan
A921B80A44	29	nan
A921B80A44	30	nan
A921B80A44	31	nan
A921B80A44	32	nan
A921B80A44	33	4
A921B80A44	34	4
A921B80A44	35	nan
A921B80A44	36	nan
A921B80A44	37	nan
A921B80A44	38	nan
A921B80A44	39	4
A921B80A44	40	nan
A921B80A44	41	nan
A921B80A44	42	nan
A921B80A44	43	1
A921B80A44	44	nan
A921B80A44	45	nan
A921B80A44	46	nan
A921B80A44	47	nan
A921B80A44	48	nan
A921B80A44	49	nan
A921B80A44	50	nan
A921B80A44	51	nan
A921B80A44	52	nan
A921B80A44	53	nan
A921B80A44	54	nan
A921B80A44	55	nan
A921B80A44	56	nan
A921B80A44	57	nan
A921B80A44	58	nan
A921B80A44	59	nan
A921B80A44	60	nan
A921B80A44	61	nan
A921B80A44	62	nan
A921B80A44	63	1
A921B80A44	64	nan
A921B80A44	65	nan
A921B80A44	66	nan
A921B80A44	67	nan
A921B80A44	68	3
A921B80A44	69	nan
A921B80A44	70	nan
A921B80A44	71	nan
A921B80A44	72	nan
A921B80A44	73	nan
A921B80A44	74	2
A921B80A44	75	2
A921B80A44	76	nan
A921B80A44	77	nan
A921B80A44	78	nan
A921B80A44	79	nan
A921B80A44	80	nan
A921B80A44	81	nan
A921B80A44	82	nan
A921B80A44	83	nan
A921B80A44	84	nan
A921B80A44	85	nan
A921B80A44	86	nan
A921B80A44	87	nan
A921B80A44	88	3
A921B80A44	89	2
A921B80A44	90	nan
A921B80A44	91	nan
A921B80A44	92	nan
A921B80A44	93	nan
A921B80A44	94	nan
A921B80A44	95	nan
A921B80A44	96	nan
A921B80A44	97	nan
A921B80A44	98	nan
A921B80A44	99	nan
A921B80A44	100	nan
A921B80A44	101	nan
A921B80A44	102	4
A921B80A44	103	nan
A921B80A44	104	nan
A921B80A44	105	nan
A921B80A44	106	nan
A921B80A44	107	nan
A921B80A44	108	nan
A921B80A44	109	nan
A921B80A44	110	2
A921B80A44	111	nan
A921B80A44	112	nan
A921B80A44	113	nan
A921B80A44	114	nan
A921B80A44	115	nan
A921B80A44	116	nan
A921B80A44	117	nan
A921B80A44	118	nan
A921B80A44	119	nan
A921B80A44	120	3
A921B80A44	121	nan
A921B80A44	122	nan
A921B80A44	123	nan
A921B80A44	124	nan
A921B80A44	125	nan
A921B80A44	126	nan
A921B80A44	127	2
A921B80A44	128	nan
A921B80A44	129	nan
A921B80A44	130	nan
A921B80A44	131	nan
A921B80A44	132	nan
A921B80A44	133	2
A921B80A44	134	nan
A921B80A44	135	nan
A921B80A44	136	nan
A921B80A44	137	nan
