Source Name	Cell ID	Annotated Archetype
86AEB2E414	1	nan
86AEB2E414	2	nan
86AEB2E414	3	nan
86AEB2E414	4	nan
86AEB2E414	5	nan
86AEB2E414	6	nan
86AEB2E414	7	nan
86AEB2E414	8	nan
86AEB2E414	9	nan
86AEB2E414	10	nan
86AEB2E414	11	nan
86AEB2E414	12	nan
86AEB2E414	13	nan
86AEB2E414	14	nan
86AEB2E414	15	nan
86AEB2E414	16	nan
86AEB2E414	17	nan
86AEB2E414	18	nan
86AEB2E414	19	nan
86AEB2E414	20	nan
86AEB2E414	21	nan
86AEB2E414	22	nan
86AEB2E414	23	nan
86AEB2E414	24	nan
86AEB2E414	25	nan
86AEB2E414	26	nan
86AEB2E414	27	nan
86AEB2E414	28	nan
86AEB2E414	29	nan
86AEB2E414	30	nan
86AEB2E414	31	nan
86AEB2E414	32	nan
86AEB2E414	33	nan
86AEB2E414	34	nan
86AEB2E414	35	nan
86AEB2E414	36	nan
86AEB2E414	37	nan
86AEB2E414	38	nan
86AEB2E414	39	nan
86AEB2E414	40	nan
86AEB2E414	41	nan
86AEB2E414	42	nan
86AEB2E414	43	nan
86AEB2E414	44	nan
86AEB2E414	45	nan
86AEB2E414	46	nan
86AEB2E414	47	nan
86AEB2E414	48	nan
86AEB2E414	49	nan
86AEB2E414	50	nan
86AEB2E414	51	nan
86AEB2E414	52	nan
86AEB2E414	53	nan
86AEB2E414	54	nan
86AEB2E414	55	nan
86AEB2E414	56	nan
86AEB2E414	57	nan
86AEB2E414	58	nan
86AEB2E414	59	nan
86AEB2E414	60	nan
86AEB2E414	61	nan
86AEB2E414	62	nan
86AEB2E414	63	nan
86AEB2E414	64	nan
86AEB2E414	65	nan
86AEB2E414	66	nan
86AEB2E414	67	nan
86AEB2E414	68	nan
86AEB2E414	69	nan
86AEB2E414	70	nan
86AEB2E414	71	nan
86AEB2E414	72	nan
86AEB2E414	73	nan
86AEB2E414	74	nan
86AEB2E414	75	nan
86AEB2E414	76	nan
86AEB2E414	77	nan
86AEB2E414	78	nan
86AEB2E414	79	nan
86AEB2E414	80	nan
86AEB2E414	81	nan
86AEB2E414	82	nan
86AEB2E414	83	nan
86AEB2E414	84	nan
86AEB2E414	85	nan
86AEB2E414	86	nan
86AEB2E414	87	nan
86AEB2E414	88	nan
86AEB2E414	89	nan
86AEB2E414	90	nan
86AEB2E414	91	nan
86AEB2E414	92	nan
86AEB2E414	93	nan
86AEB2E414	94	nan
86AEB2E414	95	nan
86AEB2E414	96	nan
86AEB2E414	97	nan
86AEB2E414	98	nan
