Source Name	Cell ID	Annotated Archetype
3E0EE13177	1	nan
3E0EE13177	2	nan
3E0EE13177	3	nan
3E0EE13177	4	nan
3E0EE13177	5	nan
3E0EE13177	6	nan
3E0EE13177	7	nan
3E0EE13177	8	nan
3E0EE13177	9	nan
3E0EE13177	10	nan
3E0EE13177	11	nan
3E0EE13177	12	nan
3E0EE13177	13	nan
3E0EE13177	14	nan
3E0EE13177	15	nan
3E0EE13177	16	nan
3E0EE13177	17	nan
3E0EE13177	18	nan
3E0EE13177	19	nan
3E0EE13177	20	nan
3E0EE13177	21	nan
3E0EE13177	22	nan
3E0EE13177	23	nan
3E0EE13177	24	nan
3E0EE13177	25	nan
3E0EE13177	26	nan
3E0EE13177	27	nan
3E0EE13177	28	nan
3E0EE13177	29	nan
3E0EE13177	30	nan
3E0EE13177	31	nan
3E0EE13177	32	nan
3E0EE13177	33	nan
3E0EE13177	34	nan
3E0EE13177	35	nan
3E0EE13177	36	nan
3E0EE13177	37	nan
3E0EE13177	38	nan
3E0EE13177	39	nan
3E0EE13177	40	nan
3E0EE13177	41	nan
3E0EE13177	42	nan
3E0EE13177	43	nan
3E0EE13177	44	nan
3E0EE13177	45	nan
3E0EE13177	46	nan
3E0EE13177	47	nan
3E0EE13177	48	nan
3E0EE13177	49	nan
3E0EE13177	50	nan
3E0EE13177	51	nan
3E0EE13177	52	nan
3E0EE13177	53	nan
3E0EE13177	54	nan
3E0EE13177	55	nan
3E0EE13177	56	nan
3E0EE13177	57	nan
3E0EE13177	58	nan
3E0EE13177	59	nan
3E0EE13177	60	nan
3E0EE13177	61	nan
3E0EE13177	62	nan
3E0EE13177	63	nan
3E0EE13177	64	nan
3E0EE13177	65	nan
3E0EE13177	66	nan
3E0EE13177	67	nan
3E0EE13177	68	nan
3E0EE13177	69	nan
3E0EE13177	70	nan
3E0EE13177	71	nan
3E0EE13177	72	nan
3E0EE13177	73	nan
3E0EE13177	74	nan
3E0EE13177	75	nan
3E0EE13177	76	nan
3E0EE13177	77	nan
3E0EE13177	78	nan
3E0EE13177	79	nan
3E0EE13177	80	nan
3E0EE13177	81	nan
3E0EE13177	82	nan
3E0EE13177	83	nan
3E0EE13177	84	nan
3E0EE13177	85	nan
3E0EE13177	86	nan
3E0EE13177	87	nan
3E0EE13177	88	nan
3E0EE13177	89	nan
3E0EE13177	90	nan
3E0EE13177	91	nan
3E0EE13177	92	nan
3E0EE13177	93	nan
